000000000000000000c9502c07eae46492fa63ffd13b917dc17387d07f331b31;461330;536870912;998172;000000000000000000bd504211af44b677aabd7a464c677c06218067257cabed;2cfb2edb21ebeb1c1289443b651beef7a282f2be785517b2c5df47b69fee2c1d;1491864652;402797402;2648353916
000000000000000001084189492e8a3ef3d49b57429183f01243e8d63ecd27b1;461331;536870914;998263;000000000000000000c9502c07eae46492fa63ffd13b917dc17387d07f331b31;2a359edb4121f02932c336a47e554718f9d7fdca270cf3389c3dfe699afe6c24;1491865085;402797402;2147939330
000000000000000001699313d41001426e6c5d979f460871ca09b9ac2f0421c7;461332;536870912;999149;000000000000000001084189492e8a3ef3d49b57429183f01243e8d63ecd27b1;7e31786f8f2db94e8aa58d514857c4eeb0c54f9345013e08e1cb09217837ee8b;1491865452;402797402;1929264428
0000000000000000003824bc2fa0db46957cdd07589ccb13682139d8bacabd23;461333;536870914;998110;000000000000000001699313d41001426e6c5d979f460871ca09b9ac2f0421c7;e6d7129da117c3c72c87362a4cb919511a884a30534ef927a2fa653a7a01b406;1491866199;402797402;2498659363
0000000000000000014c05439583f99f917ecc4b802e9286d151d4341a23c864;461334;536870912;998088;0000000000000000003824bc2fa0db46957cdd07589ccb13682139d8bacabd23;e22860ca4c0103be40c3a153d79e5facfa83d59f3dbf5933b91f23107d606c58;1491868585;402797402;1375303204
0000000000000000006e5c9589e49d1eb8f50a30d77f87fcea98f64654561127;461335;536870912;998144;0000000000000000014c05439583f99f917ecc4b802e9286d151d4341a23c864;284993d582a101b426499af073dd467fd4a72d8efe3086b46e6f8cda57f3ddd3;1491868662;402797402;3382225198
000000000000000000fbe72b1bbe7b20ac4cb9358122ce0cc0adc85d30fd48b5;461336;536870912;998051;0000000000000000006e5c9589e49d1eb8f50a30d77f87fcea98f64654561127;bf68f554db849905f413828ec92ac8642fd7bb94e527d62e3a30e35a9f7e408b;1491868789;402797402;1156338836
00000000000000000016bfe4118e01d20487769cbced8ec1c656793314a8c514;461337;536870916;999956;000000000000000000fbe72b1bbe7b20ac4cb9358122ce0cc0adc85d30fd48b5;e75c8696b1b44e635773cadb91a7f7b941a6ac0c0dc2ce7318baedfc754611f8;1491871444;402797402;1178946632
0000000000000000022282d439b666d0d7904c8dcd74f2620da37f71f46d0f54;461338;536870912;999095;00000000000000000016bfe4118e01d20487769cbced8ec1c656793314a8c514;432c595e55a90b343e18b184c4be9c2dcfbca606ed0a723b84a2007c201c406a;1491871771;402797402;2819690403
0000000000000000013505c02ecd998a88b5480f9f8026d891f9cac5bf2a938a;461339;536870916;999913;0000000000000000022282d439b666d0d7904c8dcd74f2620da37f71f46d0f54;e7b6607ad32e0a5cc89258afbf93cd8bfecb6ccf86467b2405164b606d28ca16;1491872285;402797402;1583280016
00000000000000000082c025660a0845bec9d64a4162708c44a81bdc0e8ef3fc;461340;536870912;998933;0000000000000000013505c02ecd998a88b5480f9f8026d891f9cac5bf2a938a;09c674aba8f2b4d531570b4bfc7f3c8583bb86f4f5562316d094a8d43fa4ade2;1491872578;402797402;1741054503
00000000000000000172071d3bb2dddeba52482b949543dbc589a5c6f10b2cc1;461341;536870912;998075;00000000000000000082c025660a0845bec9d64a4162708c44a81bdc0e8ef3fc;401c581e7090628895d5fa2265431bbf1725c9a26689104153ed87b093ef889e;1491874265;402797402;2808299774
00000000000000000220f274e706b3a58710f1daf440116f8a3e56f4deb96215;461342;536870912;998026;00000000000000000172071d3bb2dddeba52482b949543dbc589a5c6f10b2cc1;6a6f5c36d50dcb8fb323838a0cbf47dbebbcfdc73f8a9617828db7077e32b0ed;1491874636;402797402;493726323
0000000000000000002124304f96debeff928b395feb80c9d726c6be31c8d46d;461343;536870912;988105;00000000000000000220f274e706b3a58710f1daf440116f8a3e56f4deb96215;f5e8f5388e5fa74c8c2f28f78189c0adde1a23fee809c6dcf7fcd421f9943771;1491874737;402797402;4028352043
00000000000000000081dd0f826d8311efff5b65369899d2660f68f073c47503;461344;536870916;999890;0000000000000000002124304f96debeff928b395feb80c9d726c6be31c8d46d;9b484b34e2087061465a9e5f853977cfd2eb2e710abb29263b4df205935e48f7;1491875048;402797402;877303983
000000000000000000fb8c307b03bbf58a3b916ea70ab7603fc9c374808532bb;461345;536870912;998121;00000000000000000081dd0f826d8311efff5b65369899d2660f68f073c47503;3401ade9110dea551e189cbf5fb27382a912ad8ca75359e39d7516d10f1b4f28;1491875277;402797402;1031845404
0000000000000000012e33646db9d5ce4d6c94e3ff7f0da2bcdc626f914b866c;461346;536870914;998177;000000000000000000fb8c307b03bbf58a3b916ea70ab7603fc9c374808532bb;34bdeadeeaac2e87b24099143d8debbf6b3bb47db8dcf1608712e1d0e956ea7d;1491875609;402797402;3133080045
